"CURRENCY","RATE_DATE","FX_RATE_TO_EUR"
"EUR",2025-03-18,1
"EUR",2025-03-19,1
"USD",2025-03-20,0.94410454
"USD",2025-03-21,0.92120157
"USD",2025-03-22,0.93610575
"USD",2025-03-23,0.94975518
"USD",2025-03-24,0.92387401
"USD",2025-03-25,0.9016166
"USD",2025-03-26,0.90201961
"USD",2025-03-27,0.90292185
"USD",2025-03-28,0.90391799
"USD",2025-03-29,0.92910855
"USD",2025-03-30,0.89831737
"USD",2025-03-31,0.94089999
"USD",2025-04-01,0.93555435
"USD",2025-04-02,0.94571361
"USD",2025-04-03,0.94379825
"USD",2025-04-04,0.91215793
"USD",2025-04-05,0.9244362
"USD",2025-04-06,0.92783245
"USD",2025-04-07,0.91414651
"USD",2025-04-08,0.92052101
"USD",2025-04-09,0.92409325
"USD",2025-04-10,0.91064443
"USD",2025-04-11,0.91085868
"USD",2025-04-12,0.8976095
"USD",2025-04-13,0.93825677
"USD",2025-04-14,0.91204048
"USD",2025-04-15,0.89123532
"USD",2025-04-16,0.94784786
"USD",2025-04-17,0.91514316
"USD",2025-04-18,0.94589774
"USD",2025-04-19,0.92905707
"USD",2025-04-20,0.91123531
"USD",2025-04-21,0.9371182
"USD",2025-04-22,0.93906254
"USD",2025-04-23,0.89935496
"USD",2025-04-24,0.90169698
"USD",2025-04-25,0.91444246
"USD",2025-04-26,0.93128355
"USD",2025-04-27,0.90040947
"USD",2025-04-28,0.92117435
"USD",2025-04-29,0.90472969
"USD",2025-04-30,0.93935638
"USD",2025-05-01,0.94626059
"USD",2025-05-02,0.91308024
"USD",2025-05-03,0.91552307
"USD",2025-05-04,0.93561163
"USD",2025-05-05,0.90135998
"USD",2025-05-06,0.93170827
"USD",2025-05-07,0.90384597
"USD",2025-05-08,0.8941339
"USD",2025-05-09,0.93491972
"USD",2025-05-10,0.89130414
"USD",2025-05-11,0.94180548
"USD",2025-05-12,0.90461414
"USD",2025-05-13,0.90664539
"USD",2025-05-14,0.93236131
"USD",2025-05-15,0.94324205
"USD",2025-05-16,0.93734108
"USD",2025-05-17,0.94760304
"USD",2025-05-18,0.94901717
"USD",2025-05-19,0.89751433
"USD",2025-05-20,0.94107668
"USD",2025-05-21,0.92415716
"USD",2025-05-22,0.8910362
"USD",2025-05-23,0.91817108
"USD",2025-05-24,0.90767233
"USD",2025-05-25,0.89259698
"USD",2025-05-26,0.89999682
"USD",2025-05-27,0.92699716
"USD",2025-05-28,0.89420772
"USD",2025-05-29,0.94333228
"USD",2025-05-30,0.9391659
"USD",2025-05-31,0.91718883
"USD",2025-06-01,0.91040711
"USD",2025-06-02,0.94360125
"USD",2025-06-03,0.94961632
"USD",2025-06-04,0.89625606
"USD",2025-06-05,0.92221866
"USD",2025-06-06,0.93931778
"USD",2025-06-07,0.89210273
"USD",2025-06-08,0.91617438
"USD",2025-06-09,0.93615505
"USD",2025-06-10,0.949152
"USD",2025-06-11,0.90694864
"USD",2025-06-12,0.90051188
"USD",2025-06-13,0.94570247
"USD",2025-06-14,0.89359662
"USD",2025-06-15,0.93036025
"USD",2025-06-16,0.92640362
"USD",2025-06-17,0.89695801
"USD",2025-06-18,0.90071415
"USD",2025-06-19,0.9219568
"USD",2025-06-20,0.92236023
"USD",2025-06-21,0.93456663
"USD",2025-06-22,0.92221054
"USD",2025-06-23,0.93290078
"USD",2025-06-24,0.89702871
"USD",2025-06-25,0.94885757
"USD",2025-06-26,0.92307706
"USD",2025-06-27,0.89252023
"USD",2025-06-28,0.93981935
"USD",2025-06-29,0.89469226
"USD",2025-06-30,0.92087417
"USD",2025-07-01,0.93103479
"USD",2025-07-02,0.91454101
"USD",2025-07-03,0.92852097
"USD",2025-07-04,0.89092046
"USD",2025-07-05,0.94806153
"USD",2025-07-06,0.9368328
"USD",2025-07-07,0.89596317
"USD",2025-07-08,0.93446405
"USD",2025-07-09,0.90941643
"USD",2025-07-10,0.92349613
"USD",2025-07-11,0.94675505
"USD",2025-07-12,0.90596581
"USD",2025-07-13,0.90802621
"USD",2025-07-14,0.93677915
"USD",2025-07-15,0.92775377
"USD",2025-07-16,0.93139645
"USD",2025-07-17,0.8945747
"USD",2025-07-18,0.91463034
"USD",2025-07-19,0.90331113
"USD",2025-07-20,0.93195361
"USD",2025-07-21,0.89935739
"USD",2025-07-22,0.93877435
"USD",2025-07-23,0.91554283
"USD",2025-07-24,0.92206667
"USD",2025-07-25,0.92421754
"USD",2025-07-26,0.90926468
"USD",2025-07-27,0.91667831
"USD",2025-07-28,0.89213655
"USD",2025-07-29,0.9460754
"USD",2025-07-30,0.92691092
"USD",2025-07-31,0.91019195
"USD",2025-08-01,0.93313753
"USD",2025-08-02,0.94071539
"USD",2025-08-03,0.91467602
"USD",2025-08-04,0.89007246
"USD",2025-08-05,0.90501017
"USD",2025-08-06,0.94734468
"USD",2025-08-07,0.89166564
"USD",2025-08-08,0.93806066
"USD",2025-08-09,0.94977669
"USD",2025-08-10,0.89989974
"USD",2025-08-11,0.89371305
"USD",2025-08-12,0.91667996
"USD",2025-08-13,0.93998301
"USD",2025-08-14,0.90913938
"USD",2025-08-15,0.9123204
"USD",2025-08-16,0.903607
"USD",2025-08-17,0.93747548
"USD",2025-08-18,0.92165905
"USD",2025-08-19,0.9021687
"USD",2025-08-20,0.90503067
"USD",2025-08-21,0.90187762
"USD",2025-08-22,0.92859369
"USD",2025-08-23,0.92023509
"USD",2025-08-24,0.89294085
"USD",2025-08-25,0.90525234
"USD",2025-08-26,0.93380568
"USD",2025-08-27,0.89519928
"USD",2025-08-28,0.893057
"USD",2025-08-29,0.94413694
"USD",2025-08-30,0.91374372
"USD",2025-08-31,0.91615512
"USD",2025-09-01,0.91760157
"USD",2025-09-02,0.90013182
"USD",2025-09-03,0.94817215
"USD",2025-09-04,0.9468275
"USD",2025-09-05,0.92097598
"USD",2025-09-06,0.90537089
"USD",2025-09-07,0.93844478
"USD",2025-09-08,0.91581444
"USD",2025-09-09,0.93117314
"USD",2025-09-10,0.90447445
"USD",2025-09-11,0.91834339
"USD",2025-09-12,0.92999109
"USD",2025-09-13,0.92193662
"USD",2025-09-14,0.91849677
"USD",2025-09-15,0.90109475
"USD",2025-09-16,0.92914982
"USD",2025-09-17,0.90954215
"USD",2025-09-18,0.89587659
"USD",2025-09-19,0.92143338
"USD",2025-09-20,0.93170897
"USD",2025-09-21,0.90401417
"USD",2025-09-22,0.9246691
"USD",2025-09-23,0.89714601
"USD",2025-09-24,0.91313279
"USD",2025-09-25,0.94838987
"USD",2025-09-26,0.92452107
"USD",2025-09-27,0.9198753
"USD",2025-09-28,0.89312946
"USD",2025-09-29,0.89914711
"USD",2025-09-30,0.9110884
"USD",2025-10-01,0.91782075
"USD",2025-10-02,0.90566224
"USD",2025-10-03,0.8999085
"USD",2025-10-04,0.89807189
"USD",2025-10-05,0.89054056
"USD",2025-10-06,0.94765594
"USD",2025-10-07,0.8953539
"USD",2025-10-08,0.89758416
"USD",2025-10-09,0.93813484
"USD",2025-10-10,0.94478014
"USD",2025-10-11,0.89194993
"USD",2025-10-12,0.89000245
"USD",2025-10-13,0.9421598
"USD",2025-10-14,0.93696729
"USD",2025-10-15,0.93037439
"USD",2025-10-16,0.93968844
"USD",2025-10-17,0.89938491
"USD",2025-10-18,0.912483
"USD",2025-10-19,0.91112893
"USD",2025-10-20,0.90523907
"USD",2025-10-21,0.93690825
"USD",2025-10-22,0.90707117
"USD",2025-10-23,0.91880603
"USD",2025-10-24,0.92088973
"USD",2025-10-25,0.93928791
"USD",2025-10-26,0.91599144
"USD",2025-10-27,0.93465289
"USD",2025-10-28,0.91804745
"USD",2025-10-29,0.94995697
"USD",2025-10-30,0.93012309
"USD",2025-10-31,0.92645929
"USD",2025-11-01,0.90626554
"USD",2025-11-02,0.93147667
"USD",2025-11-03,0.94108164
"USD",2025-11-04,0.91254634
"USD",2025-11-05,0.91888395
"USD",2025-11-06,0.92764703
"USD",2025-11-07,0.92729052
"USD",2025-11-08,0.92608093
"USD",2025-11-09,0.94922959
"USD",2025-11-10,0.92392996
"USD",2025-11-11,0.91149208
"USD",2025-11-12,0.89587904
"USD",2025-11-13,0.91359318
"USD",2025-11-14,0.91867626
"USD",2025-11-15,0.94438856
"USD",2025-11-16,0.91435754
"USD",2025-11-17,0.90653092
"USD",2025-11-18,0.93561579
"USD",2025-11-19,0.90951879
"USD",2025-11-20,0.93976013
"USD",2025-11-21,0.90678356
"USD",2025-11-22,0.91020063
"USD",2025-11-23,0.92795314
"USD",2025-11-24,0.94197813
"USD",2025-11-25,0.90710867
"USD",2025-11-26,0.93165368
"USD",2025-11-27,0.94456139
"USD",2025-11-28,0.92611934
"USD",2025-11-29,0.89049752
"USD",2025-11-30,0.92777903
"USD",2025-12-01,0.93181319
"USD",2025-12-02,0.9138497
"USD",2025-12-03,0.91961151
"USD",2025-12-04,0.93586178
"USD",2025-12-05,0.91449627
"USD",2025-12-06,0.9188864
"USD",2025-12-07,0.91980683
"USD",2025-12-08,0.9142578
"USD",2025-12-09,0.90645533
"USD",2025-12-10,0.93891803
"USD",2025-12-11,0.93331487
"USD",2025-12-12,0.93397508
"USD",2025-12-13,0.91700797
"USD",2025-12-14,0.92883224
"USD",2025-12-15,0.90558451
"USD",2025-12-16,0.90145973
"USD",2025-12-17,0.94316357
"USD",2025-12-18,0.93742064
"USD",2025-12-19,0.92490371
"USD",2025-12-20,0.93551023
"USD",2025-12-21,0.92441302
"USD",2025-12-22,0.93483101
"USD",2025-12-23,0.9101576
"USD",2025-12-24,0.90807623
"USD",2025-12-25,0.91843742
"USD",2025-12-26,0.92337421
"USD",2025-12-27,0.91313035
"USD",2025-12-28,0.93564303
"USD",2025-12-29,0.94866568
"USD",2025-12-30,0.91938147
"USD",2025-12-31,0.90542606
"USD",2026-01-01,0.90910371
"USD",2026-01-02,0.94993063
"USD",2026-01-03,0.9188411
"USD",2026-01-04,0.90979174
"USD",2026-01-05,0.93598835
"USD",2026-01-06,0.92476544
"USD",2026-01-07,0.94340001
"USD",2026-01-08,0.94293406
"USD",2026-01-09,0.90084389
"USD",2026-01-10,0.90327556
"USD",2026-01-11,0.94984578
"USD",2026-01-12,0.91959088
"USD",2026-01-13,0.93652676
"USD",2026-01-14,0.91859238
"USD",2026-01-15,0.92236807
"USD",2026-01-16,0.92166036
"USD",2026-01-17,0.92111671
"USD",2026-01-18,0.92939877
"USD",2026-01-19,0.94201238
"USD",2026-01-20,0.91716391
"USD",2026-01-21,0.91897441
"USD",2026-01-22,0.91095035
"USD",2026-01-23,0.91065512
"USD",2026-01-24,0.94585526
"USD",2026-01-25,0.90025061
"USD",2026-01-26,0.9472239
"USD",2026-01-27,0.94274186
"USD",2026-01-28,0.92150481
"USD",2026-01-29,0.91316195
"USD",2026-01-30,0.94826787
"USD",2026-01-31,0.93523289
"USD",2026-02-01,0.93336151
"USD",2026-02-02,0.90638596
"USD",2026-02-03,0.90775913
"USD",2026-02-04,0.8931066
"USD",2026-02-05,0.91996343
"USD",2026-02-06,0.8917734
"USD",2026-02-07,0.92223225
"USD",2026-02-08,0.89851858
"USD",2026-02-09,0.91230362
"USD",2026-02-10,0.89643913
"USD",2026-02-11,0.93726642
"USD",2026-02-12,0.89449458
"USD",2026-02-13,0.922037
"USD",2026-02-14,0.8930054
"USD",2026-02-15,0.90719907
"USD",2026-02-16,0.94181796
"USD",2026-02-17,0.93919294
"USD",2026-02-18,0.89783619
"USD",2026-02-19,0.91538658
"USD",2026-02-20,0.94029426
"USD",2026-02-21,0.90461744
"USD",2026-02-22,0.90961603
"USD",2026-02-23,0.94003659
"USD",2026-02-24,0.90128132
"USD",2026-02-25,0.91935431
"USD",2026-02-26,0.94715454
"USD",2026-02-27,0.91158296
"USD",2026-02-28,0.94129655
"USD",2026-03-01,0.8991503
"USD",2026-03-02,0.9230333
"USD",2026-03-03,0.9286329
"USD",2026-03-04,0.92629557
"USD",2026-03-05,0.91722985
"USD",2026-03-06,0.92103469
"USD",2026-03-07,0.89295238
"USD",2026-03-08,0.9495543
"USD",2026-03-09,0.93830017
"USD",2026-03-10,0.89082463
"USD",2026-03-11,0.93088665
"USD",2026-03-12,0.94396398
"USD",2026-03-13,0.92755584
"USD",2026-03-14,0.9166652
"USD",2026-03-15,0.94650696
"USD",2026-03-16,0.94920091
"USD",2026-03-17,0.92197981
"USD",2026-03-18,0.92814942
"USD",2026-03-19,0.90247308
"USD",2026-03-20,0.9350482
"USD",2026-03-21,0.9080868
"USD",2026-03-22,0.91261049
"USD",2026-03-23,0.93303612
"USD",2026-03-24,0.93612225
"USD",2026-03-25,0.93277798
"USD",2026-03-26,0.93830446
"USD",2026-03-27,0.94651422
"USD",2026-03-28,0.90271582
"USD",2026-03-29,0.9035405
"USD",2026-03-30,0.92934208
"USD",2026-03-31,0.94440315
"USD",2026-04-01,0.92911373
"USD",2026-04-02,0.92480671
"USD",2026-04-03,0.90086516
"USD",2026-04-04,0.93481415
"USD",2026-04-05,0.93953346
"USD",2026-04-06,0.92747382
"USD",2026-04-07,0.94021881
"USD",2026-04-08,0.89404889
"USD",2026-04-09,0.91033717
"USD",2026-04-10,0.89383003
"USD",2026-04-11,0.94808572
"USD",2026-04-12,0.93578194
"USD",2026-04-13,0.91674879
"USD",2026-04-14,0.92450138
"USD",2026-04-15,0.91189354
"USD",2026-04-16,0.93949516
"USD",2026-04-17,0.93659724
"USD",2026-04-18,0.94776545
"USD",2026-04-19,0.89250968
"USD",2026-04-20,0.94632952
"USD",2026-04-21,0.93744111
"USD",2026-04-22,0.90976502
"USD",2026-04-23,0.89461907
"USD",2026-04-24,0.9274188
"USD",2026-04-25,0.94192828
"USD",2026-04-26,0.91133776
"USD",2026-04-27,0.92514712
"USD",2026-04-28,0.93901139
"USD",2026-04-29,0.93077034
"USD",2026-04-30,0.90037677
"USD",2026-05-01,0.94735553
"USD",2026-05-02,0.92866803
"USD",2026-05-03,0.91310688
"USD",2026-05-04,0.90168979
"USD",2026-05-05,0.91570079
"USD",2026-05-06,0.93349744
"USD",2026-05-07,0.90502967
"USD",2026-05-08,0.906884
"USD",2026-05-09,0.89055585
"USD",2026-05-10,0.90953807
"USD",2026-05-11,0.92580983
"USD",2026-05-12,0.92623514
"USD",2026-05-13,0.94825503
"USD",2026-05-14,0.90179699
"USD",2026-05-15,0.94258818
"USD",2026-05-16,0.93450403
"USD",2026-05-17,0.92253128
"USD",2026-05-18,0.92271949
"USD",2026-05-19,0.93054344
"USD",2026-05-20,0.94081414
"USD",2026-05-21,0.94284374
"USD",2026-05-22,0.89015693
"USD",2026-05-23,0.92330552
"USD",2026-05-24,0.93396116
"USD",2026-05-25,0.92182194
"USD",2026-05-26,0.92104201
"USD",2026-05-27,0.94614447
"USD",2026-05-28,0.93601228
"USD",2026-05-29,0.92382554
"USD",2026-05-30,0.9203038
"USD",2026-05-31,0.9378506
"USD",2026-06-01,0.93757434
"USD",2026-06-02,0.93271692
"USD",2026-06-03,0.93344404
"USD",2026-06-04,0.90551981
"USD",2026-06-05,0.91378651
"USD",2026-06-06,0.91927938
"USD",2026-06-07,0.93177845
"USD",2026-06-08,0.94138539
"USD",2026-06-09,0.91244939
"USD",2026-06-10,0.89903324
"USD",2026-06-11,0.91240708
"USD",2026-06-12,0.9240006
"USD",2026-06-13,0.8907647
"USD",2026-06-14,0.89812651
"USD",2026-06-15,0.93002929
"USD",2026-06-16,0.89426905
"USD",2026-06-17,0.92715036
"USD",2026-06-18,0.90013829
"USD",2026-06-19,0.92247172
"USD",2026-06-20,0.9021519
"USD",2026-06-21,0.91799086
"USD",2026-06-22,0.93916832
"USD",2026-06-23,0.90407587
"USD",2026-06-24,0.94433793
"USD",2026-06-25,0.91917747
"USD",2026-06-26,0.89971004
"USD",2026-06-27,0.90925135
"USD",2026-06-28,0.94770206
"USD",2026-06-29,0.94952633
"USD",2026-06-30,0.90380124
"USD",2026-07-01,0.89288026
"USD",2026-07-02,0.89445834
"USD",2026-07-03,0.93327276
"USD",2026-07-04,0.89298211
"USD",2026-07-05,0.94132965
"USD",2026-07-06,0.89002166
"USD",2026-07-07,0.91753441
"USD",2026-07-08,0.94357544
"USD",2026-07-09,0.93397357
"USD",2026-07-10,0.89695342
"USD",2026-07-11,0.93156452
"USD",2026-07-12,0.94512657
"USD",2026-07-13,0.90454403
"USD",2026-07-14,0.94157884
"USD",2026-07-15,0.89097025
"USD",2026-07-16,0.93018622
"USD",2026-07-17,0.92757458
"USD",2026-07-18,0.91111151
"USD",2026-07-19,0.93196023
"USD",2026-07-20,0.89351373
"USD",2026-07-21,0.89829637
"USD",2026-07-22,0.90400313
"USD",2026-07-23,0.91299386
"USD",2026-07-24,0.93437967
"USD",2026-07-25,0.93218853
"USD",2026-07-26,0.90675181
"USD",2026-07-27,0.94242696
"USD",2026-07-28,0.89269539
"USD",2026-07-29,0.90322187
"USD",2026-07-30,0.91331285
"USD",2026-07-31,0.93308063
"USD",2026-08-01,0.93465872
"USD",2026-08-02,0.94584373
"USD",2026-08-03,0.89572215
"USD",2026-08-04,0.90201535
"USD",2026-08-05,0.90373672
"USD",2026-08-06,0.92402226
"USD",2026-08-07,0.91829911
"USD",2026-08-08,0.89170195
"USD",2026-08-09,0.91400285
"USD",2026-08-10,0.90122247
"USD",2026-08-11,0.90871487
"USD",2026-08-12,0.89526486
"USD",2026-08-13,0.93701575
"USD",2026-08-14,0.89373074
"USD",2026-08-15,0.9189611
"USD",2026-08-16,0.91935454
"USD",2026-08-17,0.94165044
"USD",2026-08-18,0.90544945
"USD",2026-08-19,0.90113771
"USD",2026-08-20,0.90322377
"USD",2026-08-21,0.91754772
"USD",2026-08-22,0.90170519
"USD",2026-08-23,0.9125202
"USD",2026-08-24,0.94818091
"USD",2026-08-25,0.93506879
"USD",2026-08-26,0.91121015
"USD",2026-08-27,0.92569972
"USD",2026-08-28,0.8956775
"USD",2026-08-29,0.89455152
"USD",2026-08-30,0.91333451
"USD",2026-08-31,0.90061504
"USD",2026-09-01,0.92823416
"USD",2026-09-02,0.92981729
"USD",2026-09-03,0.90267557
"USD",2026-09-04,0.94357987
"USD",2026-09-05,0.89886329
"USD",2026-09-06,0.93856629
"USD",2026-09-07,0.90987796
"USD",2026-09-08,0.8926722
"USD",2026-09-09,0.89418908
"USD",2026-09-10,0.93879704
"USD",2026-09-11,0.92982639
"USD",2026-09-12,0.9372251
"USD",2026-09-13,0.94052948
"USD",2026-09-14,0.90202712
"USD",2026-09-15,0.93296424
"USD",2026-09-16,0.94234841
"USD",2026-09-17,0.92603011
"USD",2026-09-18,0.94763798
"USD",2026-09-19,0.91788952
"USD",2026-09-20,0.89565072
"USD",2026-09-21,0.92024311
"USD",2026-09-22,0.91492707
"USD",2026-09-23,0.93583304
"USD",2026-09-24,0.93126154
"USD",2026-09-25,0.91972751
"USD",2026-09-26,0.90705388
"USD",2026-09-27,0.93142187
"USD",2026-09-28,0.90769285
"USD",2026-09-29,0.90828824
"USD",2026-09-30,0.94735676
"USD",2026-10-01,0.92891415
"USD",2026-10-02,0.9299361
"USD",2026-10-03,0.89382015
"USD",2026-10-04,0.91389804
"USD",2026-10-05,0.90229475
"USD",2026-10-06,0.90412816
"USD",2026-10-07,0.92558204
"USD",2026-10-08,0.9136087
"USD",2026-10-09,0.9216333
"USD",2026-10-10,0.92354362
"USD",2026-10-11,0.93044749
"USD",2026-10-12,0.94527584
"USD",2026-10-13,0.9483628
"USD",2026-10-14,0.89375325
"USD",2026-10-15,0.92957484
"USD",2026-10-16,0.94466943
"USD",2026-10-17,0.9048686
"USD",2026-10-18,0.92421103
"USD",2026-10-19,0.93270677
"USD",2026-10-20,0.93909967
"USD",2026-10-21,0.93135045
"USD",2026-10-22,0.92592061
"USD",2026-10-23,0.91947859
"USD",2026-10-24,0.89916755
"USD",2026-10-25,0.94187658
"USD",2026-10-26,0.89796167
"USD",2026-10-27,0.94687117
"USD",2026-10-28,0.94409744
"USD",2026-10-29,0.90127273
"USD",2026-10-30,0.91715154
"USD",2026-10-31,0.93592305
"USD",2026-11-01,0.94879211
"USD",2026-11-02,0.9326083
"USD",2026-11-03,0.89800922
"USD",2026-11-04,0.90269508
"USD",2026-11-05,0.94212113
"USD",2026-11-06,0.89135325
"USD",2026-11-07,0.91611152
"USD",2026-11-08,0.92563582
"USD",2026-11-09,0.90459754
"USD",2026-11-10,0.91589203
"USD",2026-11-11,0.9064776
"USD",2026-11-12,0.94291381
"USD",2026-11-13,0.91625233
"USD",2026-11-14,0.89940397
"USD",2026-11-15,0.89981794
"USD",2026-11-16,0.9095965
"USD",2026-11-17,0.89070165
"USD",2026-11-18,0.90547257
"USD",2026-11-19,0.90243428
"USD",2026-11-20,0.89615355
"USD",2026-11-21,0.91277232
"USD",2026-11-22,0.94361346
"USD",2026-11-23,0.93776683
"USD",2026-11-24,0.89652431
"USD",2026-11-25,0.92079073
"USD",2026-11-26,0.93789777
"USD",2026-11-27,0.89069132
"USD",2026-11-28,0.90799548
"USD",2026-11-29,0.91356747
"USD",2026-11-30,0.93127969
"USD",2026-12-01,0.91150509
"USD",2026-12-02,0.91240081
"USD",2026-12-03,0.9042416
"USD",2026-12-04,0.93155284
"USD",2026-12-05,0.94314257
"USD",2026-12-06,0.93739697
"USD",2026-12-07,0.94971606
"USD",2026-12-08,0.91986477
"USD",2026-12-09,0.90521065
"USD",2026-12-10,0.89926697
"USD",2026-12-11,0.93076063
"USD",2026-12-12,0.94068862
"USD",2026-12-13,0.92562058
"USD",2026-12-14,0.905352
"USD",2026-12-15,0.94075442
"USD",2026-12-16,0.93573855
"USD",2026-12-17,0.93907509
"USD",2026-12-18,0.8998692
"USD",2026-12-19,0.89734915
"USD",2026-12-20,0.91039595
"USD",2026-12-21,0.89302472
"USD",2026-12-22,0.90686976
"USD",2026-12-23,0.89488619
"USD",2026-12-24,0.90491837
"USD",2026-12-25,0.94244736
"USD",2026-12-26,0.91958284
"USD",2026-12-27,0.92050607
"USD",2026-12-28,0.89870054
"USD",2026-12-29,0.92069056
"USD",2026-12-30,0.9056886
"USD",2026-12-31,0.93263295
"USD",2024-01-01,0.93761662
"USD",2024-01-02,0.94803662
"USD",2024-01-03,0.91883914
"USD",2024-01-04,0.89744487
"USD",2024-01-05,0.89962016
"USD",2024-01-06,0.93031078
"USD",2024-01-07,0.91596838
"USD",2024-01-08,0.92926874
"USD",2024-01-09,0.91502859
"USD",2024-01-10,0.91886347
"USD",2024-01-11,0.93146228
"USD",2024-01-12,0.89616119
"USD",2024-01-13,0.93805486
"USD",2024-01-14,0.91150555
"USD",2024-01-15,0.90352674
"USD",2024-01-16,0.92935202
"USD",2024-01-17,0.92684192
"USD",2024-01-18,0.90639351
"USD",2024-01-19,0.92813988
"USD",2024-01-20,0.89829372
"USD",2024-01-21,0.89371604
"USD",2024-01-22,0.92486524
"USD",2024-01-23,0.91845366
"USD",2024-01-24,0.94619806
"USD",2024-01-25,0.90395246
"USD",2024-01-26,0.94198364
"USD",2024-01-27,0.93474767
"USD",2024-01-28,0.94025338
"USD",2024-01-29,0.91383312
"USD",2024-01-30,0.89308557
"USD",2024-01-31,0.932349
"USD",2024-02-01,0.90748139
"USD",2024-02-02,0.90324727
"USD",2024-02-03,0.92810611
"USD",2024-02-04,0.9382055
"USD",2024-02-05,0.89030878
"USD",2024-02-06,0.90593137
"USD",2024-02-07,0.93132038
"USD",2024-02-08,0.92002316
"USD",2024-02-09,0.90076715
"USD",2024-02-10,0.90793856
"USD",2024-02-11,0.94133148
"USD",2024-02-12,0.90351034
"USD",2024-02-13,0.89845081
"USD",2024-02-14,0.91453028
"USD",2024-02-15,0.9203965
"USD",2024-02-16,0.93423821
"USD",2024-02-17,0.94176029
"USD",2024-02-18,0.89884087
"USD",2024-02-19,0.89772272
"USD",2024-02-20,0.92879979
"USD",2024-02-21,0.90241658
"USD",2024-02-22,0.8955558
"USD",2024-02-23,0.93414226
"USD",2024-02-24,0.92883101
"USD",2024-02-25,0.89156907
"USD",2024-02-26,0.94002026
"USD",2024-02-27,0.90358681
"USD",2024-02-28,0.94769824
"USD",2024-02-29,0.92345328
"USD",2024-03-01,0.93339636
"USD",2024-03-02,0.89831738
"USD",2024-03-03,0.94675013
"USD",2024-03-04,0.92827587
"USD",2024-03-05,0.89696958
"USD",2024-03-06,0.91966777
"USD",2024-03-07,0.89646997
"USD",2024-03-08,0.89398623
"USD",2024-03-09,0.89282593
"USD",2024-03-10,0.9335499
"USD",2024-03-11,0.94011916
"USD",2024-03-12,0.94478048
"USD",2024-03-13,0.89772499
"USD",2024-03-14,0.94165022
"USD",2024-03-15,0.90674453
"USD",2024-03-16,0.91824631
"USD",2024-03-17,0.89526175
"USD",2024-03-18,0.90269187
"USD",2024-03-19,0.93795836
"USD",2024-03-20,0.91279333
"USD",2024-03-21,0.94970636
"USD",2024-03-22,0.91354746
"USD",2024-03-23,0.89266996
"USD",2024-03-24,0.91938892
"USD",2024-03-25,0.93722784
"USD",2024-03-26,0.91118001
"USD",2024-03-27,0.90905046
"USD",2024-03-28,0.89326754
"USD",2024-03-29,0.94169292
"USD",2024-03-30,0.93590374
"USD",2024-03-31,0.92376207
"USD",2024-04-01,0.94932772
"USD",2024-04-02,0.93963776
"USD",2024-04-03,0.91677329
"USD",2024-04-04,0.93904301
"USD",2024-04-05,0.91490814
"USD",2024-04-06,0.91099925
"USD",2024-04-07,0.90998031
"USD",2024-04-08,0.90243704
"USD",2024-04-09,0.91735621
"USD",2024-04-10,0.90394641
"USD",2024-04-11,0.92435737
"USD",2024-04-12,0.93654078
"USD",2024-04-13,0.90656586
"USD",2024-04-14,0.94937293
"USD",2024-04-15,0.94554432
"USD",2024-04-16,0.93066289
"USD",2024-04-17,0.90081755
"USD",2024-04-18,0.94683413
"USD",2024-04-19,0.91678937
"USD",2024-04-20,0.9143624
"USD",2024-04-21,0.93972662
"USD",2024-04-22,0.92713427
"USD",2024-04-23,0.8903682
"USD",2024-04-24,0.89284221
"USD",2024-04-25,0.92062419
"USD",2024-04-26,0.9194974
"USD",2024-04-27,0.90580059
"USD",2024-04-28,0.9315434
"USD",2024-04-29,0.9486625
"USD",2024-04-30,0.90557152
"USD",2024-05-01,0.93023204
"USD",2024-05-02,0.89331395
"USD",2024-05-03,0.9424637
"USD",2024-05-04,0.90032319
"USD",2024-05-05,0.92916217
"USD",2024-05-06,0.90968862
"USD",2024-05-07,0.91872424
"USD",2024-05-08,0.90163053
"USD",2024-05-09,0.91918157
"USD",2024-05-10,0.94560252
"USD",2024-05-11,0.90920815
"USD",2024-05-12,0.93704923
"USD",2024-05-13,0.92449913
"USD",2024-05-14,0.92935919
"USD",2024-05-15,0.94907929
"USD",2024-05-16,0.90909178
"USD",2024-05-17,0.93333285
"USD",2024-05-18,0.93020647
"USD",2024-05-19,0.93406197
"USD",2024-05-20,0.93796938
"USD",2024-05-21,0.93341286
"USD",2024-05-22,0.94299416
"USD",2024-05-23,0.91882719
"USD",2024-05-24,0.93627194
"USD",2024-05-25,0.92660427
"USD",2024-05-26,0.91995192
"USD",2024-05-27,0.90913516
"USD",2024-05-28,0.93257387
"USD",2024-05-29,0.92058641
"USD",2024-05-30,0.91357064
"USD",2024-05-31,0.92657077
"USD",2024-06-01,0.89021235
"USD",2024-06-02,0.90575099
"USD",2024-06-03,0.9098199
"USD",2024-06-04,0.9142696
"USD",2024-06-05,0.90351954
"USD",2024-06-06,0.8962294
"USD",2024-06-07,0.9352901
"USD",2024-06-08,0.90100346
"USD",2024-06-09,0.9147259
"USD",2024-06-10,0.92626542
"USD",2024-06-11,0.9200257
"USD",2024-06-12,0.93388336
"USD",2024-06-13,0.8912885
"USD",2024-06-14,0.89372159
"USD",2024-06-15,0.93880591
"USD",2024-06-16,0.94622605
