"TRANSACTION_ID","CUSTOMER_ID","INSTRUMENT_ID","PORTFOLIO_TYPE","TRADE_DATE","SETTLEMENT_DATE","BUY_SELL","QUANTITY","PRICE","TRANSACTION_AMOUNT","CURRENCY","TRANSACTION_TYPE","COUPON_ID","ACCRUED_INTEREST_AMOUNT","PRINCIPAL_AMOUNT","COUPON_AMOUNT","ELIGIBLE_QUANTITY"
149137,24,920,"INVESTMENT",2026-07-08,2026-07-10,"SELL",3176,185.670856,589690.64,"HUF","SELL",,0,589690.64,0,
149138,23,918,"TRADING",2024-12-05,2024-12-08,"BUY",2560,159.305562,407822.24,"EUR","BUY",,0,407822.24,0,
149139,22,890,"LIQUIDITY",2024-01-19,2024-01-21,"BUY",284000,99.332673,282332.75,"EUR","BUY",,227.96,282104.79,0,
149140,31,889,"INVESTMENT",2024-01-14,2024-01-15,"BUY",450000,109.46411,504073.8,"HUF","BUY",,11485.3,492588.5,0,
149141,28,901,"LIQUIDITY",2024-10-06,2024-10-09,"BUY",216000,86.945227,188407.24,"HUF","BUY",,605.55,187801.69,0,
149142,21,898,"TRADING",2026-06-01,2026-06-02,"SELL",206000,99.586944,206241.51,"GBP","SELL",,1092.41,205149.1,0,
149143,1,910,"TRADING",2024-09-21,2024-09-22,"BUY",386000,94.142887,363391.54,"USD","BUY",,0,363391.54,0,
149144,21,919,"TRADING",2026-02-09,2026-02-12,"BUY",272,28.76168,7823.18,"HUF","BUY",,0,7823.18,0,
149145,23,907,"TRADING",2026-07-30,2026-07-31,"SELL",389000,93.606784,364130.39,"USD","SELL",,0,364130.39,0,
149146,25,904,"LIQUIDITY",2025-07-24,2025-07-26,"SELL",83000,102.267003,86399.46,"HUF","SELL",,1517.85,84881.61,0,
149147,1,892,"INVESTMENT",2025-06-12,2025-06-14,"SELL",171000,90.221536,157962.2,"GBP","SELL",,3683.37,154278.83,0,
149148,24,881,"LIQUIDITY",2024-06-12,2024-06-15,"SELL",224000,86.449813,195392.13,"EUR","SELL",,1744.55,193647.58,0,
149149,2,883,"TRADING",2024-05-15,2024-05-17,"BUY",413000,92.990694,385164.18,"GBP","BUY",,1112.61,384051.57,0,
149150,21,884,"TRADING",2026-03-06,2026-03-09,"BUY",463000,99.541201,462844.55,"USD","BUY",,1968.79,460875.76,0,
149151,28,899,"TRADING",2026-06-25,2026-06-26,"BUY",249000,96.278058,244624.91,"EUR","BUY",,4892.55,239732.36,0,
149152,24,910,"LIQUIDITY",2026-08-20,2026-08-23,"BUY",194000,92.462147,179376.57,"USD","BUY",,0,179376.57,0,
149153,31,902,"INVESTMENT",2024-11-27,2024-11-29,"BUY",47000,95.332255,45268.15,"EUR","BUY",,461.99,44806.16,0,
149154,28,915,"TRADING",2024-12-08,2024-12-10,"BUY",1491,71.630051,106800.41,"EUR","BUY",,0,106800.41,0,
149155,30,920,"TRADING",2026-02-23,2026-02-24,"BUY",4717,215.861136,1018216.98,"HUF","BUY",,0,1018216.98,0,
149156,1,908,"INVESTMENT",2026-07-26,2026-07-27,"SELL",36000,96.184829,34626.54,"USD","SELL",,0,34626.54,0,
149157,22,900,"INVESTMENT",2024-05-15,2024-05-17,"SELL",31000,98.399306,30586.11,"GBP","SELL",,82.33,30503.78,0,
149158,21,882,"LIQUIDITY",2024-07-22,2024-07-23,"BUY",492000,106.131809,530856.54,"HUF","BUY",,8688.04,522168.5,0,
149159,3,885,"LIQUIDITY",2025-04-14,2025-04-15,"BUY",493000,108.14097,540247.11,"USD","BUY",,7112.13,533134.98,0,
149160,22,889,"LIQUIDITY",2025-03-09,2025-03-12,"BUY",292000,100.044911,294687.9,"HUF","BUY",,2556.76,292131.14,0,
149161,22,907,"LIQUIDITY",2025-06-12,2025-06-14,"SELL",369000,94.431071,348450.65,"USD","SELL",,0,348450.65,0,
149162,27,909,"LIQUIDITY",2026-01-26,2026-01-28,"BUY",75000,96.456735,72342.55,"GBP","BUY",,0,72342.55,0,
149163,23,907,"LIQUIDITY",2024-10-14,2024-10-17,"SELL",230000,98.977014,227647.13,"USD","SELL",,0,227647.13,0,
149164,30,884,"TRADING",2024-07-16,2024-07-18,"SELL",253000,95.840991,245031.92,"USD","SELL",,2554.21,242477.71,0,
149165,31,913,"TRADING",2024-12-27,2024-12-30,"BUY",4202,227.903058,957648.65,"GBP","BUY",,0,957648.65,0,
149166,28,889,"LIQUIDITY",2025-09-13,2025-09-15,"BUY",216000,96.835876,213408.44,"HUF","BUY",,4242.95,209165.49,0,
149167,25,902,"LIQUIDITY",2025-08-31,2025-09-01,"BUY",333000,93.449639,318003.88,"EUR","BUY",,6816.58,311187.3,0,
149168,22,885,"INVESTMENT",2025-09-13,2025-09-14,"BUY",254000,103.685674,263577.71,"USD","BUY",,216.1,263361.61,0,
149169,31,904,"LIQUIDITY",2026-11-21,2026-11-23,"BUY",285000,98.258061,280382.55,"HUF","BUY",,347.08,280035.47,0,
149170,25,889,"INVESTMENT",2026-12-30,2027-01-01,"SELL",304000,90.847635,278500.29,"HUF","SELL",,2323.48,276176.81,0,
149171,23,913,"LIQUIDITY",2024-10-09,2024-10-12,"SELL",4644,60.620089,281519.69,"GBP","SELL",,0,281519.69,0,
149172,25,915,"INVESTMENT",2024-12-29,2024-12-30,"BUY",4936,168.765612,833027.06,"EUR","BUY",,0,833027.06,0,
149173,22,881,"INVESTMENT",2025-08-27,2025-08-30,"SELL",199000,106.154066,214266.96,"EUR","SELL",,3020.37,211246.59,0,
149174,21,904,"INVESTMENT",2026-08-12,2026-08-14,"BUY",291000,103.294049,301900.87,"HUF","BUY",,1315.19,300585.68,0,
149175,30,885,"INVESTMENT",2024-12-21,2024-12-24,"SELL",424000,90.311094,388743.17,"USD","SELL",,5824.13,382919.04,0,
149176,28,901,"LIQUIDITY",2024-10-31,2024-11-01,"SELL",8000,91.71478,7465.17,"HUF","SELL",,127.99,7337.18,0,
149177,22,900,"LIQUIDITY",2026-12-24,2026-12-25,"BUY",397000,91.120159,365065.74,"GBP","BUY",,3318.71,361747.03,0,
149178,25,917,"TRADING",2024-11-01,2024-11-03,"BUY",615,47.157878,29002.09,"EUR","BUY",,0,29002.09,0,
149179,25,901,"TRADING",2025-09-16,2025-09-18,"SELL",284000,96.697594,276961.46,"HUF","SELL",,2340.29,274621.17,0,
149180,27,915,"INVESTMENT",2026-02-26,2026-02-27,"SELL",3550,152.412354,541063.86,"EUR","SELL",,0,541063.86,0,
149181,26,881,"INVESTMENT",2024-09-19,2024-09-22,"BUY",126000,97.667743,123729.61,"EUR","BUY",,668.25,123061.36,0,
149182,23,915,"INVESTMENT",2025-05-07,2025-05-10,"SELL",4491,47.674327,214105.4,"EUR","SELL",,0,214105.4,0,
149183,23,901,"LIQUIDITY",2024-05-02,2024-05-05,"BUY",9000,94.732172,8687.03,"HUF","BUY",,161.13,8525.9,0,
149184,29,894,"TRADING",2025-09-22,2025-09-25,"BUY",425000,99.678439,431993.7,"HUF","BUY",,8360.33,423633.37,0,
149185,3,903,"LIQUIDITY",2025-11-12,2025-11-15,"SELL",201000,106.289207,218625.11,"GBP","SELL",,4983.8,213641.31,0,
149186,27,882,"TRADING",2026-01-20,2026-01-22,"BUY",366000,99.586071,372016.27,"HUF","BUY",,7531.25,364485.02,0,
149187,31,920,"LIQUIDITY",2025-02-27,2025-03-02,"SELL",526,167.832107,88279.69,"HUF","SELL",,0,88279.69,0,
149188,24,910,"LIQUIDITY",2024-04-07,2024-04-09,"BUY",287000,91.293303,262011.78,"USD","BUY",,0,262011.78,0,
149189,25,914,"TRADING",2026-08-20,2026-08-23,"SELL",1325,136.935496,181439.53,"EUR","SELL",,0,181439.53,0,
149190,2,906,"LIQUIDITY",2024-09-08,2024-09-09,"BUY",9000,92.385375,8314.68,"GBP","BUY",,0,8314.68,0,
149191,24,885,"INVESTMENT",2024-11-07,2024-11-09,"BUY",89000,107.225947,95443.13,"USD","BUY",,12.04,95431.09,0,
149192,23,904,"INVESTMENT",2025-10-30,2025-11-01,"SELL",351000,98.926364,355620.95,"HUF","SELL",,8389.41,347231.54,0,
149193,30,884,"INVESTMENT",2025-10-19,2025-10-20,"SELL",141000,100.898032,144309.16,"USD","SELL",,2042.93,142266.23,0,
149194,24,898,"INVESTMENT",2026-10-16,2026-10-18,"SELL",195000,101.258836,201604.79,"GBP","SELL",,4150.06,197454.73,0,
149195,23,893,"TRADING",2024-05-18,2024-05-21,"BUY",158000,91.022848,145649.73,"HUF","BUY",,1833.63,143816.1,0,
149196,2,919,"INVESTMENT",2024-07-03,2024-07-06,"SELL",4439,232.344577,1031377.58,"HUF","SELL",,0,1031377.58,0,
149197,22,897,"LIQUIDITY",2024-06-29,2024-07-01,"SELL",403000,91.679971,378022.63,"GBP","SELL",,8552.35,369470.28,0,
149198,30,903,"TRADING",2026-07-03,2026-07-06,"SELL",399000,111.445582,445530,"GBP","SELL",,862.13,444667.87,0,
149199,22,894,"INVESTMENT",2025-04-13,2025-04-15,"BUY",405000,92.291968,379327.37,"HUF","BUY",,5544.9,373782.47,0,
149200,29,905,"LIQUIDITY",2025-10-02,2025-10-05,"SELL",329000,90.869702,298961.32,"EUR","SELL",,0,298961.32,0,
149201,22,912,"INVESTMENT",2026-02-25,2026-02-28,"BUY",187000,97.209459,181781.69,"HUF","BUY",,0,181781.69,0,
149202,28,896,"LIQUIDITY",2025-07-06,2025-07-07,"BUY",261000,97.18118,253678.75,"EUR","BUY",,35.87,253642.88,0,
149203,23,895,"TRADING",2026-04-02,2026-04-03,"BUY",16000,103.556435,16966.14,"USD","BUY",,397.11,16569.03,0,
149204,28,915,"LIQUIDITY",2025-10-07,2025-10-08,"BUY",2818,221.282432,623573.89,"EUR","BUY",,0,623573.89,0,
149205,26,920,"TRADING",2024-03-20,2024-03-22,"BUY",1833,168.376964,308634.98,"HUF","BUY",,0,308634.98,0,
149206,24,911,"INVESTMENT",2026-02-09,2026-02-10,"SELL",157000,94.064029,147680.53,"HUF","SELL",,0,147680.53,0,
149207,22,895,"LIQUIDITY",2025-06-27,2025-06-30,"SELL",469000,87.248732,414500.29,"USD","SELL",,5303.74,409196.55,0,
149208,25,904,"LIQUIDITY",2025-11-26,2025-11-28,"BUY",95000,112.722598,108129.58,"HUF","BUY",,1043.11,107086.47,0,
150574,3,883,"TRADING",2026-05-21,2026-05-22,"BUY",478000,102.836554,494962.62,"GBP","BUY",,3403.89,491558.73,0,
150575,1,890,"LIQUIDITY",2026-01-30,2026-02-02,"SELL",106000,88.082346,93834.5,"EUR","SELL",,467.21,93367.29,0,
150576,23,910,"LIQUIDITY",2025-02-07,2025-02-08,"SELL",92000,93.556101,86071.61,"USD","SELL",,0,86071.61,0,
150577,23,908,"INVESTMENT",2025-11-10,2025-11-11,"BUY",273000,96.319036,262950.97,"USD","BUY",,0,262950.97,0,
150578,25,916,"LIQUIDITY",2026-08-20,2026-08-21,"BUY",3538,201.911524,714362.97,"USD","BUY",,0,714362.97,0,
150579,26,920,"LIQUIDITY",2026-07-28,2026-07-30,"SELL",3973,76.595287,304313.08,"HUF","SELL",,0,304313.08,0,
150580,23,911,"LIQUIDITY",2025-09-08,2025-09-09,"BUY",364000,91.944177,334676.8,"HUF","BUY",,0,334676.8,0,
150581,22,917,"LIQUIDITY",2024-11-04,2024-11-07,"BUY",4818,199.636258,961847.49,"EUR","BUY",,0,961847.49,0,
150582,22,897,"LIQUIDITY",2025-09-30,2025-10-03,"SELL",366000,91.676657,337586.34,"GBP","SELL",,2049.78,335536.56,0,
150583,22,888,"TRADING",2026-11-27,2026-11-29,"SELL",267000,104.389485,282637.48,"GBP","SELL",,3917.56,278719.92,0,
150584,23,881,"LIQUIDITY",2025-10-17,2025-10-18,"SELL",81000,102.924059,84513.44,"EUR","SELL",,1144.95,83368.49,0,
150585,21,905,"INVESTMENT",2025-08-06,2025-08-09,"SELL",156000,92.408053,144156.56,"EUR","SELL",,0,144156.56,0,
150586,28,887,"INVESTMENT",2025-07-04,2025-07-06,"BUY",178000,86.615053,154338.98,"HUF","BUY",,164.19,154174.79,0,
150587,30,916,"TRADING",2024-04-27,2024-04-29,"BUY",1736,169.839297,294841.02,"USD","BUY",,0,294841.02,0,
150588,21,910,"TRADING",2024-06-11,2024-06-12,"SELL",381000,96.29753,366893.59,"USD","SELL",,0,366893.59,0,
150589,23,917,"INVESTMENT",2024-05-25,2024-05-26,"BUY",2644,60.361449,159595.67,"EUR","BUY",,0,159595.67,0,
150590,29,913,"LIQUIDITY",2025-07-02,2025-07-04,"SELL",4503,51.585616,232290.03,"GBP","SELL",,0,232290.03,0,
150591,3,908,"TRADING",2026-07-02,2026-07-04,"SELL",361000,93.242367,336604.94,"USD","SELL",,0,336604.94,0,
150592,3,900,"INVESTMENT",2025-01-01,2025-01-04,"BUY",321000,113.178851,368617.09,"GBP","BUY",,5312.98,363304.11,0,
150593,27,908,"LIQUIDITY",2025-10-24,2025-10-27,"BUY",235000,94.092176,221116.61,"USD","BUY",,0,221116.61,0,
150594,26,914,"LIQUIDITY",2026-08-18,2026-08-19,"BUY",4870,239.198196,1164895.21,"EUR","BUY",,0,1164895.21,0,
150595,3,884,"INVESTMENT",2026-06-12,2026-06-13,"SELL",380000,106.59431,415112.66,"USD","SELL",,10054.28,405058.38,0,
150596,23,892,"TRADING",2024-01-30,2024-02-01,"BUY",294000,95.984716,284011.03,"GBP","BUY",,1815.96,282195.07,0,
150597,21,903,"LIQUIDITY",2025-09-10,2025-09-13,"SELL",440000,109.669451,491819.93,"GBP","SELL",,9274.35,482545.58,0,
150598,23,894,"LIQUIDITY",2026-12-15,2026-12-17,"BUY",237000,87.060161,209423.27,"HUF","BUY",,3090.69,206332.58,0,
150599,30,906,"INVESTMENT",2026-08-20,2026-08-22,"SELL",378000,92.988248,351495.58,"GBP","SELL",,0,351495.58,0,
150600,30,917,"INVESTMENT",2026-05-29,2026-06-01,"SELL",3300,63.211368,208597.51,"EUR","SELL",,0,208597.51,0,
150601,21,881,"LIQUIDITY",2025-06-12,2025-06-15,"BUY",394000,94.2614,373320.68,"EUR","BUY",,1930.76,371389.92,0,
150602,30,905,"TRADING",2024-09-09,2024-09-12,"BUY",397000,91.036251,361413.92,"EUR","BUY",,0,361413.92,0,
150603,31,881,"LIQUIDITY",2026-08-10,2026-08-13,"BUY",229000,90.391624,211578.94,"EUR","BUY",,4582.12,206996.82,0,
150604,21,911,"LIQUIDITY",2026-08-14,2026-08-17,"BUY",428000,97.051401,415380,"HUF","BUY",,0,415380,0,
150605,3,889,"INVESTMENT",2025-05-20,2025-05-22,"BUY",311000,86.313184,274010.98,"HUF","BUY",,5576.98,268434,0,
150606,30,890,"TRADING",2024-07-17,2024-07-19,"BUY",204000,97.902532,201069.82,"EUR","BUY",,1348.65,199721.17,0,
150607,31,906,"TRADING",2025-02-12,2025-02-14,"SELL",158000,91.286195,144232.19,"GBP","SELL",,0,144232.19,0,
150608,25,907,"INVESTMENT",2025-08-07,2025-08-08,"BUY",214000,97.59552,208854.41,"USD","BUY",,0,208854.41,0,
150609,25,896,"LIQUIDITY",2026-08-15,2026-08-17,"SELL",44000,97.594794,43864.61,"EUR","SELL",,922.9,42941.71,0,
150610,25,897,"LIQUIDITY",2026-11-18,2026-11-20,"SELL",495000,93.676712,466216.14,"GBP","SELL",,2516.42,463699.72,0,
150611,27,898,"LIQUIDITY",2026-07-16,2026-07-18,"SELL",109000,104.300082,115583.48,"GBP","SELL",,1896.39,113687.09,0,
150612,28,905,"LIQUIDITY",2024-12-02,2024-12-04,"BUY",134000,95.538624,128021.76,"EUR","BUY",,0,128021.76,0,
150613,22,911,"TRADING",2026-05-26,2026-05-27,"BUY",283000,98.099041,277620.29,"HUF","BUY",,0,277620.29,0,
150614,22,904,"LIQUIDITY",2024-05-11,2024-05-13,"SELL",357000,109.552709,399012.66,"HUF","SELL",,7909.49,391103.17,0,
150615,22,890,"TRADING",2025-12-20,2025-12-21,"BUY",334000,102.868858,344692.96,"EUR","BUY",,1110.97,343581.99,0,
150616,26,916,"TRADING",2026-07-26,2026-07-28,"SELL",1390,146.127858,203117.72,"USD","SELL",,0,203117.72,0,
150617,29,901,"INVESTMENT",2025-06-17,2025-06-20,"BUY",445000,97.701917,439609.9,"HUF","BUY",,4836.37,434773.53,0,
150618,27,915,"TRADING",2026-09-21,2026-09-23,"BUY",1947,114.184095,222316.43,"EUR","BUY",,0,222316.43,0,
150619,22,916,"LIQUIDITY",2024-03-14,2024-03-15,"BUY",3321,35.567559,118119.86,"USD","BUY",,0,118119.86,0,
150620,25,906,"LIQUIDITY",2025-06-16,2025-06-17,"BUY",63000,97.500913,61425.58,"GBP","BUY",,0,61425.58,0,
150621,30,906,"LIQUIDITY",2026-08-13,2026-08-15,"BUY",56000,98.498852,55159.36,"GBP","BUY",,0,55159.36,0,
150622,21,901,"INVESTMENT",2026-11-28,2026-11-30,"BUY",371000,112.563493,426008.37,"HUF","BUY",,8397.81,417610.56,0,
150623,25,888,"LIQUIDITY",2026-12-25,2026-12-27,"BUY",334000,95.284959,323330.11,"GBP","BUY",,5078.35,318251.76,0,
150624,3,911,"TRADING",2024-06-29,2024-06-30,"BUY",460000,95.382223,438758.23,"HUF","BUY",,0,438758.23,0,
150625,30,911,"LIQUIDITY",2026-04-07,2026-04-09,"SELL",301000,93.192917,280510.68,"HUF","SELL",,0,280510.68,0,
150626,3,911,"LIQUIDITY",2026-05-21,2026-05-22,"SELL",344000,98.747235,339690.49,"HUF","SELL",,0,339690.49,0,
150627,30,895,"INVESTMENT",2024-04-07,2024-04-10,"SELL",104000,114.847158,122203.46,"USD","SELL",,2762.42,119441.04,0,
150628,25,887,"LIQUIDITY",2024-01-05,2024-01-08,"BUY",215000,95.422286,206264.98,"HUF","BUY",,1107.07,205157.91,0,
150629,23,896,"INVESTMENT",2024-10-12,2024-10-14,"BUY",353000,110.223736,389926.55,"EUR","BUY",,836.76,389089.79,0,
150630,23,916,"INVESTMENT",2025-10-27,2025-10-30,"SELL",3087,168.257181,519409.92,"USD","SELL",,0,519409.92,0,
150631,28,885,"LIQUIDITY",2024-06-26,2024-06-27,"SELL",81000,114.224529,92986.88,"USD","SELL",,465.01,92521.87,0,
150632,21,917,"TRADING",2026-03-12,2026-03-14,"BUY",592,246.889291,146158.46,"EUR","BUY",,0,146158.46,0,
150633,23,884,"LIQUIDITY",2024-07-30,2024-07-31,"BUY",23000,105.014178,24600.56,"USD","BUY",,447.3,24153.26,0,
150634,24,905,"LIQUIDITY",2025-10-26,2025-10-27,"BUY",261000,92.825616,242274.86,"EUR","BUY",,0,242274.86,0,
150635,30,901,"INVESTMENT",2025-04-08,2025-04-10,"SELL",78000,108.735105,85521.38,"HUF","SELL",,708,84813.38,0,
150636,3,912,"TRADING",2026-03-24,2026-03-25,"BUY",210000,94.880114,199248.24,"HUF","BUY",,0,199248.24,0,
150637,30,888,"INVESTMENT",2025-11-23,2025-11-26,"BUY",268000,101.66507,274017.43,"GBP","BUY",,1555.04,272462.39,0,
150638,3,894,"INVESTMENT",2024-05-10,2024-05-13,"SELL",131000,101.563601,133947.93,"HUF","SELL",,899.61,133048.32,0,
150639,25,920,"INVESTMENT",2024-04-14,2024-04-16,"SELL",3800,148.962151,566056.17,"HUF","SELL",,0,566056.17,0,
150640,27,920,"LIQUIDITY",2024-01-03,2024-01-05,"BUY",543,152.640539,82883.81,"HUF","BUY",,0,82883.81,0,
150641,27,918,"LIQUIDITY",2024-09-20,2024-09-23,"BUY",528,34.289554,18104.88,"EUR","BUY",,0,18104.88,0,
150642,29,898,"INVESTMENT",2025-05-04,2025-05-07,"SELL",499000,95.351203,484396.37,"GBP","SELL",,8593.87,475802.5,0,
150643,26,920,"TRADING",2024-01-02,2024-01-04,"SELL",3503,64.629391,226396.76,"HUF","SELL",,0,226396.76,0,
150644,1,906,"TRADING",2026-09-27,2026-09-30,"BUY",223000,94.971571,211786.6,"GBP","BUY",,0,211786.6,0,
150645,26,894,"INVESTMENT",2025-06-15,2025-06-18,"SELL",238000,91.024708,221454.64,"HUF","SELL",,4815.83,216638.81,0,
150646,22,884,"TRADING",2024-01-16,2024-01-19,"SELL",480000,85.399139,411929.89,"USD","SELL",,2014.02,409915.87,0,
150647,30,893,"TRADING",2026-05-11,2026-05-14,"BUY",429000,87.471022,381516.57,"HUF","BUY",,6265.89,375250.68,0,
150648,21,906,"INVESTMENT",2026-03-28,2026-03-31,"BUY",389000,98.831653,384455.13,"GBP","BUY",,0,384455.13,0,
150649,24,883,"TRADING",2024-09-18,2024-09-21,"BUY",206000,114.393225,236085.6,"GBP","BUY",,435.56,235650.04,0,
150650,29,914,"INVESTMENT",2025-02-05,2025-02-07,"SELL",1150,109.719323,126177.22,"EUR","SELL",,0,126177.22,0,
150651,25,911,"TRADING",2025-07-15,2025-07-18,"SELL",496000,93.044238,461499.42,"HUF","SELL",,0,461499.42,0,
150652,24,918,"LIQUIDITY",2025-12-20,2025-12-23,"BUY",1266,206.06723,260881.11,"EUR","BUY",,0,260881.11,0,
150653,31,885,"TRADING",2025-11-10,2025-11-11,"BUY",288000,97.551324,283226.19,"USD","BUY",,2278.38,280947.81,0,
150654,23,915,"TRADING",2024-12-31,2025-01-01,"BUY",369,168.685835,62245.07,"EUR","BUY",,0,62245.07,0,
150655,31,912,"LIQUIDITY",2024-08-01,2024-08-02,"SELL",115000,92.85298,106780.93,"HUF","SELL",,0,106780.93,0,
150656,29,914,"TRADING",2024-04-02,2024-04-04,"BUY",344,140.171075,48218.85,"EUR","BUY",,0,48218.85,0,
150657,2,911,"INVESTMENT",2025-02-04,2025-02-05,"SELL",233000,94.234921,219567.37,"HUF","SELL",,0,219567.37,0,
150658,28,899,"TRADING",2026-05-24,2026-05-25,"BUY",372000,85.338913,319201.11,"EUR","BUY",,1740.35,317460.76,0,
150659,31,898,"LIQUIDITY",2026-10-31,2026-11-03,"SELL",238000,85.698397,208367.51,"GBP","SELL",,4405.33,203962.18,0,
146389,26,889,"INVESTMENT",2026-05-16,2026-05-18,"SELL",406000,111.479638,460660.77,"HUF","SELL",,8053.44,452607.33,0,
146390,23,889,"TRADING",2026-08-29,2026-08-31,"SELL",352000,99.369801,350557.24,"HUF","SELL",,775.54,349781.7,0,
146391,30,897,"INVESTMENT",2026-08-10,2026-08-11,"BUY",276000,85.926079,241121.49,"GBP","BUY",,3965.51,237155.98,0,
146392,31,908,"TRADING",2024-04-12,2024-04-14,"BUY",471000,94.698004,446027.6,"USD","BUY",,0,446027.6,0,
146393,21,917,"INVESTMENT",2024-07-28,2024-07-30,"BUY",1474,85.351714,125808.43,"EUR","BUY",,0,125808.43,0,
146394,28,911,"LIQUIDITY",2026-09-30,2026-10-01,"BUY",398000,95.580937,380412.13,"HUF","BUY",,0,380412.13,0,
146395,21,894,"LIQUIDITY",2026-04-11,2026-04-12,"BUY",81000,89.199688,72451.62,"HUF","BUY",,199.87,72251.75,0,
146396,2,886,"LIQUIDITY",2025-11-27,2025-11-29,"BUY",195000,113.213998,223400.75,"HUF","BUY",,2633.45,220767.3,0,
146397,27,910,"LIQUIDITY",2024-08-23,2024-08-25,"BUY",250000,98.780207,246950.52,"USD","BUY",,0,246950.52,0,
146398,22,900,"TRADING",2025-01-04,2025-01-06,"BUY",194000,96.730769,187856.93,"GBP","BUY",,199.24,187657.69,0,
146399,21,885,"TRADING",2026-05-04,2026-05-06,"BUY",208000,113.985948,238566.78,"USD","BUY",,1476.01,237090.77,0,
146400,22,885,"TRADING",2026-08-17,2026-08-20,"BUY",311000,87.771263,275466.05,"USD","BUY",,2497.42,272968.63,0,
146401,24,920,"LIQUIDITY",2026-06-16,2026-06-18,"SELL",2681,107.733112,288832.47,"HUF","SELL",,0,288832.47,0,
146402,29,887,"TRADING",2025-11-09,2025-11-10,"BUY",262000,107.465663,282544.9,"HUF","BUY",,984.86,281560.04,0,
146403,25,900,"TRADING",2024-09-27,2024-09-30,"BUY",349000,91.269118,319643.98,"GBP","BUY",,1114.76,318529.22,0,
146404,2,883,"INVESTMENT",2024-11-05,2024-11-07,"BUY",18000,98.588265,17950.91,"GBP","BUY",,205.02,17745.89,0,
146405,29,919,"TRADING",2026-06-26,2026-06-28,"BUY",2281,30.092439,68640.85,"HUF","BUY",,0,68640.85,0,
146406,21,906,"INVESTMENT",2025-08-18,2025-08-20,"BUY",69000,90.214991,62248.34,"GBP","BUY",,0,62248.34,0,
146407,23,899,"LIQUIDITY",2026-08-03,2026-08-06,"BUY",135000,99.155992,135101.6,"EUR","BUY",,1241.01,133860.59,0,
146408,27,895,"INVESTMENT",2026-06-25,2026-06-28,"SELL",451000,89.352531,406617.87,"USD","SELL",,3637.96,402979.91,0,
146409,28,881,"LIQUIDITY",2026-03-12,2026-03-13,"SELL",218000,94.044883,207232.59,"EUR","SELL",,2214.75,205017.84,0,
146410,25,913,"LIQUIDITY",2025-09-23,2025-09-24,"SELL",4160,224.609342,934374.86,"GBP","SELL",,0,934374.86,0,
146411,21,897,"LIQUIDITY",2026-06-01,2026-06-04,"SELL",265000,110.151945,294866.22,"GBP","SELL",,2963.57,291902.65,0,
146412,29,907,"LIQUIDITY",2024-10-31,2024-11-02,"SELL",486000,93.268227,453283.58,"USD","SELL",,0,453283.58,0,
146413,27,902,"INVESTMENT",2026-03-27,2026-03-29,"BUY",261000,103.283739,270329.03,"EUR","BUY",,758.47,269570.56,0,
146414,21,897,"TRADING",2024-10-03,2024-10-04,"BUY",268000,114.117422,312884.88,"GBP","BUY",,7050.19,305834.69,0,
146415,21,888,"LIQUIDITY",2024-07-11,2024-07-12,"SELL",285000,87.807122,254423.78,"GBP","SELL",,4173.48,250250.3,0,
146416,28,895,"TRADING",2026-07-26,2026-07-28,"BUY",193000,114.09869,224213.87,"USD","BUY",,4003.4,220210.47,0,
146417,25,896,"INVESTMENT",2024-05-17,2024-05-20,"SELL",324000,86.976239,285304.86,"EUR","SELL",,3501.85,281803.01,0,
146418,27,906,"TRADING",2025-06-15,2025-06-17,"BUY",466000,97.840913,455938.65,"GBP","BUY",,0,455938.65,0,
146419,3,883,"TRADING",2026-10-26,2026-10-27,"SELL",162000,91.274022,149774.46,"GBP","SELL",,1910.54,147863.92,0,
146420,23,892,"TRADING",2025-12-27,2025-12-29,"BUY",168000,107.776191,183901.49,"GBP","BUY",,2837.49,181064,0,
146421,23,904,"INVESTMENT",2025-01-04,2025-01-05,"SELL",71000,114.82976,83510.8,"HUF","SELL",,1981.67,81529.13,0,
146422,23,891,"LIQUIDITY",2025-05-07,2025-05-08,"BUY",457000,111.181337,520338.12,"GBP","BUY",,12239.41,508098.71,0,
146423,29,918,"TRADING",2024-01-06,2024-01-07,"SELL",792,123.719918,97986.18,"EUR","SELL",,0,97986.18,0,
146424,25,919,"LIQUIDITY",2025-04-05,2025-04-08,"BUY",3626,137.255097,497686.98,"HUF","BUY",,0,497686.98,0,
146425,30,920,"TRADING",2026-07-09,2026-07-10,"BUY",2565,229.384699,588371.75,"HUF","BUY",,0,588371.75,0,
146426,31,884,"LIQUIDITY",2026-10-04,2026-10-05,"BUY",348000,103.430484,365351.91,"USD","BUY",,5413.83,359938.08,0,
146427,3,900,"TRADING",2026-03-19,2026-03-20,"SELL",239000,88.767614,212254.37,"GBP","SELL",,99.77,212154.6,0,
146428,23,916,"INVESTMENT",2024-09-28,2024-10-01,"SELL",4876,89.588379,436832.94,"USD","SELL",,0,436832.94,0,
146429,23,902,"LIQUIDITY",2024-06-08,2024-06-11,"BUY",318000,102.229811,325551.2,"EUR","BUY",,460.4,325090.8,0,
146430,28,886,"LIQUIDITY",2024-11-14,2024-11-16,"BUY",164000,104.601085,174969.19,"HUF","BUY",,3423.41,171545.78,0,
